"list_code_id","list_type_id","code","range","name"
"A02","H","01.411","3","CHEMOTALAMECTOMIA"
"A02","H","01.412","3","TALAMOTOMIA"
"A02","H","01.421","3","PALLIDOANSEKTOMIA"
"A02","H","01.422","3","PALLIDOTOMIA"
"A02","H","01.511","3","DEKORTYKACJA OPON"
"A02","H","01.512","3","WYCIĘCIE OPONY MÓZGOWEJ"
"A02","H","01.513","3","ZDJĘCIE BŁONY PODTWARDÓWKOWEJ Z OPONY"
"A02","H","01.52","3","HEMISFEREKTOMIA"
"A02","H","01.53","3","LOBEKTOMIA MÓZGU"
"A02","H","01.591","3","WYŁYŻECZKOWANIE W ZAKRESIE MÓZGU"
"A02","H","01.592","3","OPRACOWANIE CHIRURGICZNE RANY MÓZGU"
"A02","H","01.593","3","MARSUPIALIZACJA CYSTY MÓZGU"
"A02","H","01.594","3","PRZEZSKRONIOWE (PRZEZ WYROSTEK SUTKOWATY) WYCIĘCIE GUZA MÓZGU"
"A02","H","01.61","3","USUNIĘCIE ZIARNINY W KOŚCIACH CZASZKI"
"A02","H","01.69","3","USUNIĘCIE ZMIANY W KOŚCIACH CZASZKI - INNE"
"A02","H","02.011","3","LINIJNA KRANIEKTOMIA"
"A02","H","02.012","3","PASKOWA KRANIEKTOMIA/ OPERACJA KRANIOSTENOZY"
"A02","H","02.021","3","CHIRURGICZNE OPRACOWANIE ZŁOŻONEGO ZŁAMANIA CZASZKI"
"A02","H","02.022","3","ODBARCZENIE ZŁAMANIA CZASZKI"
"A02","H","02.023","3","NASTAWIENIE ZŁAMANIA CZASZKI"
"A02","H","02.04","3","PRZESZCZEP KOSTNY DO KOŚCI CZASZKI"
"A02","H","02.051","3","ZAŁOŻENIE PŁYTKI SZTUCZNEJ DO CZASZKI"
"A02","H","02.052","3","WYMIANA PŁYTKI SZTUCZNEJ CZASZKI"
"A02","H","02.061","3","OPERACJA ODTWÓRCZA CZASZKI - NIE OKREŚLONA INACZEJ"
"A02","H","02.062","3","REWIZJA PŁATA KOSTNEGO CZASZKI"
"A02","H","02.07","3","USUNIĘCIE PŁYTKI (SZTUCZNEJ) Z CZASZKI"
"A02","H","02.11","3","PROSTE SZYCIE OPONY TWARDEJ"
"A02","H","02.121","3","ZAMKNIĘCIE PRZETOKI PŁYNOWEJ OPON MÓZGOWYCH"
"A02","H","02.122","3","PRZESZCZEP TWARDÓWKI"
"A02","H","02.123","3","OPERACJA PRZEPUKLINY MÓZGOWEJ Z JEDNOCZASOWĄ KRANIOPLASTYKĄ"
"A02","H","02.124","3","ŁATA PODTWARDÓWKOWA"
"A02","H","02.131","3","PODWIĄZANIE ZATOKI STRZAŁKOWEJ"
"A02","H","02.132","3","PODWIĄZANIE TĘTNICY OPONOWEJ ŚRODKOWEJ"
"A02","H","02.21","3","POŁĄCZENIE KOMORY Z PRZESTRZENIĄ PODPAJĘCZYNÓWKOWĄ"
"A02","H","02.22","3","POŁĄCZENIE KOMORY ZE ZBIORNIKIEM WIELKIM"
"A02","H","02.23","3","WPROWADZENIE ZASTAWKI HOLTERA"
"A02","H","02.24","3","ZAŁOŻENIE DRENU POMIĘDZY KOMORĄ - ZBIORNIKIEM WIELKIM"
"A02","H","02.311","3","ZESPOLENIE KOMORA - NOSOGARDZIEL"
"A02","H","02.312","3","ZESPOLENIE KOMORA - KOMÓRKI SUTKOWATE"
"A02","H","02.321","3","ZESPOLENIE KOMORA MÓZGU - PRAWY PRZEDSIONEK SERCA"
"A02","H","02.322","3","ZESPOLENIE KOMORA MÓZGU - ŻYŁA PRÓŻNA GÓRNA"
"A02","H","02.331","3","ZESPOLENIE KOMORA MÓZGU - JAMA OPŁUCNOWA"
"A02","H","02.341","3","ZESPOLENIE KOMORA MÓZGU - PĘCHERZYK ŻÓŁCIOWY"
"A02","H","02.342","3","ZESPOLENIE KOMORA MÓZGU - JAMA OTRZEWNOWA"
"A02","H","02.351","3","ZESPOLENIE KOMORA MÓZGU - MOCZOWÓD"
"A02","H","02.391","3","ZESPOLENIE KOMORA MÓZGU - JAMA SZPIKOWA"
"A02","H","02.392","3","ZESPOLENIE KOMORY MÓZGU Z INNYMI MIEJSCAMI POZA CZASZKĄ"
"A02","H","02.411","3","BADANIE UJŚCIA KOMOROWEGO W DRENAŻU KOMOROWO-OTRZEWNOWYM"
"A02","H","02.412","3","PRZEPROGRAMOWANIE DRENAŻU KOMOROWO-OTRZEWNOWEGO (W ZASTAWKACH PROGRAMOWALNYCH)"
"A02","H","02.421","3","POWTÓRNE WPROWADZENIE ZASTAWKI"
"A02","H","02.422","3","WYMIANA DRENU KOMOROWEGO"
"A02","H","02.423","3","REWIZJA DRENU DOKOMOROWEGO W DRENAŻU KOMOROWO-OTRZEWNOWYM"
"A02","H","02.43","3","USUNIĘCIE DRENAŻU KOMORY MÓZGU"
"A02","H","02.91","3","UWOLNIENIE ZROSTÓW KOROWYCH"
"A02","H","02.92","3","OPERACJA NAPRAWCZA MÓZGU"
"A02","H","02.95","3","USUNIĘCIE WYCIĄGU ZEWNĘTRZNEGO ZA CZASZKĘ"
"A02","H","02.96","3","ZAŁOŻENIE ELEKTROD DO ZATOK KLINOWYCH"
"A02","H","04.011","3","WYCIĘCIE NERWIAKA NERWU SŁUCHOWEGO"
"A02","H","04.012","3","WYCIĘCIE NERWIAKA NERWU SŁUCHOWEGO Z KRANIOTOMIĄ"
"A02","H","04.021","3","PRZECIĘCIE NERWU TRÓJDZIELNEGO POZA ZWOJEM GASSERA"
"A02","H","04.029","3","PRZECIĘCIE NERWU TRÓJDZIELNEGO - INNE"
"A02","H","04.03","3","PRZECIĘCIE LUB ZMIAŻDŻENIE INNYCH NERWÓW CZASZKOWYCH LUB OBWODOWYCH"
"A02","H","04.04","3","INNE PRZECIĘCIE NERWU CZASZKOWEGO I OBWODOWEGO"
"A02","H","04.05","3","WSZCZEP NERWU CZASZKOWEGO LUB OBWODOWEGO"
"A02","H","04.06","3","WYCIĘCIE INNEGO CZASZKOWEGO LUB OBWODOWEGO ZWOJU NERWOWEGO"
"A02","H","04.071","3","ŁYŻECZKOWANIE NERWU OBWODOWEGO"
"A02","H","04.072","3","OCZYSZCZENIE NERWU OBWODOWEGO"
"A02","H","04.073","3","RESEKCJA NERWU OBWODOWEGO"
"A02","H","04.079","3","WYCIĘCIE LUB AWULSJA NERWÓW CZASZKOWYCH I OBWODOWYCH - INNE"
"A02","H","04.21","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ WSTRZYKNIĘCIE CZYNNIKA NEUROLITYCZNEGO"
"A02","H","04.22","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ PROMIENIOWANIE"
"A02","H","04.23","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ ABLACJĘ W WYNIKU DZIAŁANIA PRĄDU WYSOKIEJ CZĘSTOTLIWOŚCI (RFA)"
"A02","H","04.24","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ ZNIECZULENIE WYWOŁANE NISKĄ TEMPERATURĄ"
"A02","H","04.29","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH - INNE"
"A02","H","04.3","3","SZYCIE NERWU OBWODOWEGO/ CZASZKOWEGO"
"A02","H","04.41","3","ODBARCZENIE KORZENI NERWU TRÓJDZIELNEGO"
"A02","H","04.42","3","INNE ODBARCZENIE  NERWU CZASZKOWEGO"
"A02","H","04.61","3","PRZEMIESZCZENIE NERWU CZASZKOWEGO"
"A02","H","04.71","3","ZESPOLENIE NERWU PODJĘZYKOWEGO Z TWARZOWYM"
"A02","H","04.72","3","ZESPOLENIE NERWU DODATKOWEGO Z TWARZOWYM"
"A02","H","04.73","3","ZESPOLENIE NERWU DODATKOWEGO Z PODJĘZYKOWYM"
"A02","H","04.74","3","ZESPOLENIE NERWU OBWODOWEGO/ CZASZKOWEGO - INNE"
"A02","H","04.75","3","REWIZJA PO NAPRAWCZEJ OPERACJI NERWÓW CZASZKOWYCH I OBWODOWYCH"
"A02","H","04.76","3","ODLEGŁA OPERACJA NAPRAWCZA URAZOWEGO USZKODZENIA NERWU CZASZKOWEGO"
"A02","H","04.79","3","INNA PLASTYKA NERWÓW"
"A02","H","07.13","3","BIOPSJA PRZYSADKI PRZEZCZOŁOWA"
"A02","H","07.14","3","BIOPSJA PRZYSADKI PRZEZKLINOWA"
"A02","H","07.15","3","BIOPSJA PRZYSADKI - INNE"
"A02","H","07.17","3","BIOPSJA SZYSZYNKI"
"A02","H","07.53","3","CZĘŚCIOWE WYCIĘCIE SZYSZYNKI"
"A02","H","07.54","3","CAŁKOWITE USUNIĘCIE SZYSZYNKI"
"A02","H","07.59","3","INNE OPERACJE SZYSZYNKI"
"A02","H","07.611","3","KRIOCHIRURGICZNE CZĘŚCIOWE USUNIĘCIE PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A02","H","07.612","3","ROZDZIELENIE SZYPUŁY PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A02","H","07.613","3","WYCIĘCIE ZMIANY PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A02","H","07.614","3","SUBTOTALNE WYCIĘCIE PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A02","H","07.615","3","WYCIĘCIE SZYPUŁY PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A02","H","07.619","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO - INNE"
"A02","H","07.62","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI PRZEZKLINOWE"
"A02","H","07.631","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI, Z DOJŚCIA PODCZOŁOWEGO"
"A02","H","07.639","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI Z NIEOKREŚLONEGO DOJŚCIA"
"A02","H","07.641","3","ABLACJA PRZYSADKI PRZEZ IMPLANTACJĘ STRONTU/ ITRU"
"A02","H","07.642","3","KRIOCHIRURGICZNE CAŁKOWITE USUNIĘCIE PRZYSADKI"
"A02","H","07.649","3","CAŁKOWITE USUNIĘCIE PRZYSADKI PRZEZCZOŁOWE - INNE"
"A02","H","07.65","3","CAŁKOWITE USUNIĘCIE PRZYSADKI PRZEZKLINOWE"
"A02","H","07.68","3","CAŁKOWITE USUNIĘCIE PRZYSADKI Z INNEGO DOJŚCIA"
"A02","H","07.691","3","RESEKCJA CZĘŚCI NERWOWEJ PRZYSADKI - NIE OKREŚLONA INACZEJ"
"A02","H","07.692","3","RESEKCJA CZĘŚCI GRUCZOŁOWEJ PRZYSADKI - NIE OKREŚLONA INACZEJ"
"A02","H","38.011","3","EMBOLEKTOMIA - NACZYŃ WEWNĄTRZCZASZKOWYCH; MÓZGOWYCH (PRZEDNICH) (ŚRODKOWYCH); KOŁA WILLISA; TYLNEJ TĘTNICY ŁĄCZĄCEJ"
"A02","H","38.311","3","WYCIĘCIE/ ZESPOLENIE NACZYNIA - INNE - NACZYŃ WEWNĄTRZCZASZKOWYCH; MÓZGOWYCH (PRZEDNICH) (ŚRODKOWYCH); KOŁA WILLISA; TYLNEJ TĘTNICY ŁĄCZĄCEJ"
"A02","H","38.411","3","WYCIĘCIE NACZYNIA/ WSTAWKI NACZYNIOWEJ - NACZYŃ WEWNĄTRZCZASZKOWYCH; MÓZGOWYCH (PRZEDNICH) (ŚRODKOWYCH); KOŁA WILLISA; TYLNEJ TĘTNICY ŁĄCZĄCEJ"
"A02","H","38.811","3","CHIRURGICZNE ZAMKNIĘCIE NACZYNIA KRWIONOŚNEGO - NACZYŃ WEWNĄTRZCZASZKOWYCH; MÓZGOWYCH (PRZEDNICH) (ŚRODKOWYCH); KOŁA WILLISA; TYLNEJ TĘTNICY ŁĄCZĄCEJ"
"A02","H","39.28","3","ZEWNĄTRZCZASZKOWY - WEWNĄTRZCZASZKOWY POMOST NACZYNIOWY"
"A02","H","39.521","3","WYKRZEPIENIE TĘTNIAKA"
"A02","H","39.522","3","ELEKTROKOAGULACJA TĘTNIAKA"
"A02","H","39.523","3","OPERACJE TĘTNIAKÓW PRZEZ PODWIĄZANIE NACZYNIA"
"A02","H","39.524","3","ZAMKNIĘCIE TĘTNIAKA KLEJEM TKANKOWYM"
"A02","H","39.525","3","ZAOPATRZENIE TĘTNIAKA PRZEZ ZESZYCIE"
"A02","H","39.526","3","ZAOPATRZENIE TĘTNIAKA SPIRALAMI EMBOLIZACYJNYMI"
"A02","H","39.527","3","ZAOPATRZENIE TĘTNIAKA PRZEZ OWINIĘCIE"
"A03","H","02.931","3","IMPLANTACJA, ZAŁOŻENIE, UMIEJSCOWIENIE LUB PRZEMIESZCZENIE WEWNĄTRZCZASZKOWEGO NEUROSTYMULATORA MÓZGU"
"A04","H","03.93","3","WPROWADZENIE ALBO WYMIANA NEUROSTYMULATORA RDZENIA KRĘGOWEGO"
"A04","H","86.94","3","WPROWADZENIE LUB WYMIANA JEDNOSZEREGOWEGO GENERATORA IMPULSÓW DO NEUROSTYMULACJI, NIEOKREŚLONY CZY DO DOŁADOWYWANIA"
"A04","H","86.95","3","WPROWADZENIE LUB WYMIANA DWUSZEREGOWEGO GENERATORA IMPULSÓW DO NEUROSTYMULACJI, NIEOKREŚLONY CZY DO DOŁADOWYWANIA"
"A04","H","86.96","3","WPROWADZENIE LUB WYMIANA INNEGO GENERATORA IMPULSÓW DO NEUROSTYMULACJI"
"A04","H","86.971","3","GENERATOR IMPULSÓW (JEDNOSZEREGOWY, JEDNOKANAŁOWY) DO WEWNĄTRZCZASZKOWEGO, RDZENIOWEGO I OBWODOWEGO STYMULOWANIA NEUROLOGICZNEGO, DO DOŁADOWYWANIA"
"A04","H","86.981","3","GENERATOR IMPULSÓW (DWUSZEREGOWY, DWUKANAŁOWY) DO WEWNĄTRZCZASZKOWEGO, RDZENIOWEGO I OBWODOWEGO STYMULOWANIA NEUROLOGICZNEGO, DO DOŁADOWYWANIA"
"A1","U","00.36",,"CHIRURGIA WSPOMAGANA KOMPUTEROWO Z NEURONAWIGACJĄ"
"A11A","H","39.51","3","KLIPSOWANIE TĘTNIAKA"
"A11B","H","01.321","3","PRZECIĘCIE TKANEK MÓZGU"
"A11B","H","01.322","3","PRZECIĘCIE DRÓG MÓZGOWYCH"
"A11B","H","01.323","3","PRZEZSKÓRNE PRZECIĘCIE ZAKRĘTU OBRĘCZY"
"A11B","H","01.329","3","LOBOTOMIA/ TRAKTOTOMIA - INNE"
"A11B","H","01.511","3","DEKORTYKACJA OPON"
"A11B","H","01.512","3","WYCIĘCIE OPONY MÓZGOWEJ"
"A11B","H","01.513","3","ZDJĘCIE BŁONY PODTWARDÓWKOWEJ Z OPONY"
"A11B","H","01.53","3","LOBEKTOMIA MÓZGU"
"A11B","H","02.92","3","OPERACJA NAPRAWCZA MÓZGU"
"A11B","H","02.98","3","OPERACJA TĘTNIAKA LUB NACZYNIAKA MÓZGU"
"A11B","H","04.011","3","WYCIĘCIE NERWIAKA NERWU SŁUCHOWEGO"
"A11B","H","04.012","3","WYCIĘCIE NERWIAKA NERWU SŁUCHOWEGO Z KRANIOTOMIĄ"
"A11B","H","07.54","3","CAŁKOWITE USUNIĘCIE SZYSZYNKI"
"A11B","H","07.611","3","KRIOCHIRURGICZNE CZĘŚCIOWE USUNIĘCIE PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A11B","H","07.612","3","ROZDZIELENIE SZYPUŁY PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A11B","H","07.613","3","WYCIĘCIE ZMIANY PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A11B","H","07.614","3","SUBTOTALNE WYCIĘCIE PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A11B","H","07.615","3","WYCIĘCIE SZYPUŁY PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO"
"A11B","H","07.619","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI, Z DOJŚCIA PRZEZCZOŁOWEGO - INNE"
"A11B","H","07.62","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI PRZEZKLINOWE"
"A11B","H","07.631","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI, Z DOJŚCIA PODCZOŁOWEGO"
"A11B","H","07.641","3","ABLACJA PRZYSADKI PRZEZ IMPLANTACJĘ STRONTU/ ITRU"
"A11B","H","07.642","3","KRIOCHIRURGICZNE CAŁKOWITE USUNIĘCIE PRZYSADKI"
"A11B","H","07.649","3","CAŁKOWITE USUNIĘCIE PRZYSADKI PRZEZCZOŁOWE - INNE"
"A11B","H","07.65","3","CAŁKOWITE USUNIĘCIE PRZYSADKI PRZEZKLINOWE"
"A11B","H","07.68","3","CAŁKOWITE USUNIĘCIE PRZYSADKI Z INNEGO DOJŚCIA"
"A11B","H","38.421","3","WYCIĘCIE TĘTNIAKA Z WSTAWKĄ NACZYNIOWĄ - NACZYŃ WEWNĄTRZCZASZKOWYCH; MÓZGOWYCH (PRZEDNICH) (ŚRODKOWYCH); KOŁA WILLISA; TYLNEJ TĘTNICY ŁĄCZĄCEJ"
"A11B","H","39.28","3","ZEWNĄTRZCZASZKOWY - WEWNĄTRZCZASZKOWY POMOST NACZYNIOWY"
"A11B","H","39.521","3","WYKRZEPIENIE TĘTNIAKA"
"A11B","H","39.522","3","ELEKTROKOAGULACJA TĘTNIAKA"
"A11B","H","39.523","3","OPERACJE TĘTNIAKÓW PRZEZ PODWIĄZANIE NACZYNIA"
"A11B","H","39.524","3","ZAMKNIĘCIE TĘTNIAKA KLEJEM TKANKOWYM"
"A11B","H","39.525","3","ZAOPATRZENIE TĘTNIAKA PRZEZ ZESZYCIE"
"A11B","H","39.526","3","ZAOPATRZENIE TĘTNIAKA SPIRALAMI EMBOLIZACYJNYMI"
"A11B","H","39.527","3","ZAOPATRZENIE TĘTNIAKA PRZEZ OWINIĘCIE"
"A12A","H","01.248","3","KRANIOTOMIA Z USUNIĘCIEM KRWIAKA ŚRÓDMÓZGOWEGO"
"A12B","H","01.131","3","PRZESKÓRNA BIOPSJA MÓZGU PRZEZ OTWÓR TREPANACYJNY"
"A12B","H","01.132","3","PRZESKÓRNA BIOPSJA MÓZGU METODĄ STEREOTAKTYCZNĄ"
"A12B","H","01.14","3","OTWARTA BIOPSJA MÓZGU"
"A12B","H","01.23","3","POWTÓRNE OTWARCIE W MIEJSCU KRANIOTOMII"
"A12B","H","01.251","3","OCZYSZCZENIE CZASZKI"
"A12B","H","01.252","3","USUNIĘCIE MARTWAKA CZASZKI"
"A12B","H","01.253","3","SEKWESTREKTOMIA W OBRĘBIE CZASZKI"
"A12B","H","01.411","3","CHEMOTALAMECTOMIA"
"A12B","H","01.412","3","TALAMOTOMIA"
"A12B","H","01.421","3","PALLIDOANSEKTOMIA"
"A12B","H","01.422","3","PALLIDOTOMIA"
"A12B","H","01.52","3","HEMISFEREKTOMIA"
"A12B","H","01.591","3","WYŁYŻECZKOWANIE W ZAKRESIE MÓZGU"
"A12B","H","01.592","3","OPRACOWANIE CHIRURGICZNE RANY MÓZGU"
"A12B","H","01.593","3","MARSUPIALIZACJA CYSTY MÓZGU"
"A12B","H","01.594","3","PRZEZSKRONIOWE (PRZEZ WYROSTEK SUTKOWATY) WYCIĘCIE GUZA MÓZGU"
"A12B","H","01.595","3","WYCIĘCIE GUZA MÓŻDŻKU"
"A12B","H","01.596","3","WYCIĘCIE GUZA PNIA MÓZGU"
"A12B","H","01.597","3","USUNIĘCIE ROPNIA PNIA MÓZGU"
"A12B","H","01.598","3","USUNIĘCIE ROPNIA MÓŻDZKU"
"A12B","H","01.599","3","INNE WYCIĘCIE GUZA MÓZGU"
"A12B","H","02.321","3","ZESPOLENIE KOMORA MÓZGU - PRAWY PRZEDSIONEK SERCA"
"A12B","H","02.322","3","ZESPOLENIE KOMORA MÓZGU - ŻYŁA PRÓŻNA GÓRNA"
"A12B","H","02.331","3","ZESPOLENIE KOMORA MÓZGU - JAMA OPŁUCNOWA"
"A12B","H","02.341","3","ZESPOLENIE KOMORA MÓZGU - PĘCHERZYK ŻÓŁCIOWY"
"A12B","H","02.342","3","ZESPOLENIE KOMORA MÓZGU - JAMA OTRZEWNOWA"
"A12B","H","02.351","3","ZESPOLENIE KOMORA MÓZGU - MOCZOWÓD"
"A12B","H","02.391","3","ZESPOLENIE KOMORA MÓZGU - JAMA SZPIKOWA"
"A12B","H","02.392","3","ZESPOLENIE KOMORY MÓZGU Z INNYMI MIEJSCAMI POZA CZASZKĄ"
"A12B","H","04.41","3","ODBARCZENIE KORZENI NERWU TRÓJDZIELNEGO"
"A12B","H","04.51","3","PRZESZCZEP NERWU CZASZKOWEGO"
"A12B","H","04.71","3","ZESPOLENIE NERWU PODJĘZYKOWEGO Z TWARZOWYM"
"A12B","H","04.72","3","ZESPOLENIE NERWU DODATKOWEGO Z TWARZOWYM"
"A12B","H","04.73","3","ZESPOLENIE NERWU DODATKOWEGO Z PODJĘZYKOWYM"
"A12B","H","04.74","3","ZESPOLENIE NERWU OBWODOWEGO/ CZASZKOWEGO - INNE"
"A12B","H","04.76","3","ODLEGŁA OPERACJA NAPRAWCZA URAZOWEGO USZKODZENIA NERWU CZASZKOWEGO"
"A12B","H","07.13","3","BIOPSJA PRZYSADKI PRZEZCZOŁOWA"
"A12B","H","07.14","3","BIOPSJA PRZYSADKI PRZEZKLINOWA"
"A12B","H","07.15","3","BIOPSJA PRZYSADKI - INNE"
"A12B","H","07.17","3","BIOPSJA SZYSZYNKI"
"A12B","H","07.53","3","CZĘŚCIOWE WYCIĘCIE SZYSZYNKI"
"A12B","H","07.59","3","INNE OPERACJE SZYSZYNKI"
"A12B","H","07.639","3","CZĘŚCIOWE WYCIĘCIE PRZYSADKI Z NIEOKREŚLONEGO DOJŚCIA"
"A12B","H","38.011","3","EMBOLEKTOMIA - NACZYŃ WEWNĄTRZCZASZKOWYCH; MÓZGOWYCH (PRZEDNICH) (ŚRODKOWYCH); KOŁA WILLISA; TYLNEJ TĘTNICY ŁĄCZĄCEJ"
"A13A","H","04.12","3","OTWARTA BIOPSJA NERWU CZASZKOWEGO/ OBWODOWEGO LUB ZWOJU"
"A13A","H","04.21","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ WSTRZYKNIĘCIE CZYNNIKA NEUROLITYCZNEGO"
"A13A","H","04.22","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ PROMIENIOWANIE"
"A13A","H","04.23","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ ABLACJĘ W WYNIKU DZIAŁANIA PRĄDU WYSOKIEJ CZĘSTOTLIWOŚCI (RFA)"
"A13A","H","04.24","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH PRZEZ ZNIECZULENIE WYWOŁANE NISKĄ TEMPERATURĄ"
"A13A","H","04.29","3","ZNISZCZENIE NERWÓW CZASZKOWYCH LUB OBWODOWYCH - INNE"
"A13A","H","04.3","3","SZYCIE NERWU OBWODOWEGO/ CZASZKOWEGO"
"A13B","H","01.15","3","BIOPSJA KOŚCI CZASZKI"
"A13B","H","01.18","3","INNE ZABIEGI DIAGNOSTYCZNE MÓZGU I OPON MÓZGOWYCH"
"A13B","H","01.22","3","USUNIĘCIE WEWNĄTRZCZASZKOWEGO NEUROSTYMULATORA"
"A13B","H","01.242","3","OPERACJA ZWIADOWCZA (EKSPLORACJA)"
"A13B","H","01.243","3","TREPANACJA CZASZKI"
"A13B","H","01.244","3","KRANIOTOMIA Z USUNIĘCIEM ROPNIA NADTWARDÓWKOWEGO"
"A13B","H","01.245","3","KRANIOTOMIA Z USUNIĘCIEM KRWIAKA NADTWARDÓWKOWEGO"
"A13B","H","01.246","3","KRANIOTOMIA Z USUNIĘCIEM OBCEGO CIAŁA Z CZASZKI"
"A13B","H","01.26","3","WPROWADZENIE CEWNIKA DO JAMY CZASZKI"
"A13B","H","01.27","3","USUNIĘCIE CEWNIKA Z JAMY CZASZKI"
"A13B","H","01.61","3","USUNIĘCIE ZIARNINY W KOŚCIACH CZASZKI"
"A13B","H","01.69","3","USUNIĘCIE ZMIANY W KOŚCIACH CZASZKI - INNE"
"A13B","H","02.011","3","LINIJNA KRANIEKTOMIA"
"A13B","H","02.012","3","PASKOWA KRANIEKTOMIA/ OPERACJA KRANIOSTENOZY"
"A13B","H","02.021","3","CHIRURGICZNE OPRACOWANIE ZŁOŻONEGO ZŁAMANIA CZASZKI"
"A13B","H","02.022","3","ODBARCZENIE ZŁAMANIA CZASZKI"
"A13B","H","02.023","3","NASTAWIENIE ZŁAMANIA CZASZKI"
